8.466009134741118991e-02;-1.408852379177121250e-01;1.059424701964088167e-01;-1.992305903786659449e-01;2.638704803883053923e-02;1.901790152592984229e-01;2.198313321207629421e-03;-2.424071576679924789e-01;-2.491643758483621032e-02;1.178869167014389707e-01
1.036524846226164337e-01;8.210544161917849096e-03;4.855142145242970914e-02;6.911271776069760620e-02;-4.397391108951880651e-02;1.042048610539893921e-01;1.075293599628908831e-01;-1.627298949396637218e-01;9.411832946294015900e-02;7.841457811357178953e-03
3.741977536347644573e-02;-8.495937263730858613e-02;-1.070976177851624411e-01;-1.152360551964643626e-01;2.031942227331875461e-01;-5.604763320569877694e-02;1.594843085376222019e-02;9.311813439226550304e-02;-2.909901380247252312e-01;-3.501400291719732882e-01
8.563533836574636904e-02;-1.344189583617138861e-01;9.324035805826745571e-02;8.003253678159685802e-02;-1.225627265188507370e-01;-2.763089801779651244e-01;-1.342692777831397122e-01;-1.019036412486425819e-01;-5.331293247018544651e-02;-1.020346316803616704e-01
8.848511706414764755e-02;-1.668854687143150883e-01;1.006236736591544362e-01;2.397448149722959387e-01;-8.298695020771844344e-02;-1.785433839249603583e-01;4.031236587273044972e-03;2.257475399939082306e-01;2.528400837402894341e-02;-1.317277154216581481e-01
-1.398431887869087675e-01;-1.495310516853918525e-01;-6.024528860515405981e-02;8.474669573508963188e-03;2.011411658771809496e-01;-1.677647982611472632e-01;-1.455766337767134579e-02;-9.472616647682734203e-02;2.399785553491235457e-01;-5.176452375544431106e-02
-1.677410745149670104e-02;2.723134153302309533e-03;-2.840426976255691072e-01;-2.034159744681985071e-01;3.025026099805517288e-01;8.503546279846500855e-03;-1.781936608388304255e-01;1.783604738449406368e-01;1.391811723600811235e-01;2.810582146345607657e-01
1.220430236135816061e-02;-3.001426197487720021e-02;-2.790605748521727825e-01;-1.082841732591107720e-01;-1.232688135987238670e-01;-2.692292314871608944e-02;-5.531167382423654577e-02;1.493615899967012384e-01;5.381144565902562689e-03;-1.633811436435299858e-01
-2.111546373754934203e-02;1.393238807087232856e-01;1.466940462097107885e-02;-1.098260154631300750e-01;-4.621263163472786109e-03;-4.014197538759784606e-02;-1.928515635943681139e-01;7.106238666755237965e-02;1.434905133137173994e-01;1.955656379754337482e-01
1.529762331029668743e-01;-1.361907666805527717e-01;-7.856693458986671597e-02;-1.444580543872442391e-01;1.180247474091575405e-01;1.825468668600428723e-01;-1.306241941836631670e-01;-1.898707024040648117e-01;-1.503751072339741535e-01;-9.584595353512162519e-02
1.361794063039965252e-01;-1.792237993980690947e-01;-1.188608983902244946e-02;-1.476034413771716569e-01;-9.501459848658971863e-02;1.015480517854121106e-01;8.798707799042200517e-02;-3.502839363103485426e-03;1.261311073568774366e-01;-5.004000914375981990e-02
1.056586066097602999e-01;9.953765005401743471e-02;-7.581534387901461836e-02;4.965241524824685893e-02;-1.601217006823439648e-02;1.481714375185856358e-01;1.574197806547923961e-01;-8.038612378573278816e-02;1.542992516644933580e-02;-1.140493866136135653e-01
5.141903020747615183e-03;1.222758475274937778e-01;-9.799807170533103573e-02;8.463917730713015064e-02;6.476274059781961245e-02;2.399164147422287174e-01;-2.177734758164710793e-02;-1.015562455717354956e-01;-2.609579653781923247e-01;-2.287006922085491056e-02
-1.293999332166897130e-02;-5.997043682492742694e-02;2.596634667237002203e-01;-4.351787295420016521e-01;2.028021413645027943e-02;2.448925126472552560e-01;1.830778676950783890e-01;1.176145817979628999e-01;-8.802690834076752624e-02;-5.038411421724694333e-02
1.430748921772695137e-01;-5.509069732082587378e-02;-1.142956115228988823e-01;1.448875412861949930e-01;-8.812422505878798884e-02;-1.869191986286856677e-01;-1.717390505717285021e-01;-2.184471307881456492e-01;7.407474292001313410e-02;1.577500012040425059e-01
-9.380355765492318088e-02;8.754372249877222234e-02;1.393213488548710188e-01;-4.607402777535286181e-02;-1.560471369416771559e-01;-7.078029880024620801e-02;9.320713124139042016e-02;-1.242433324996889826e-01;3.994701648475259409e-02;-9.050326486457728470e-02
-1.446837429851678680e-01;-3.003168500937187374e-02;1.450756096469724699e-01;-2.503820784983626924e-01;-6.005440694758903269e-02;9.870632471751751569e-02;5.555573371364291163e-02;1.459165798637218625e-01;1.801570687502124235e-01;-2.007998754438833078e-01
2.336112760302676561e-01;-1.733083548164925936e-01;-9.494820790033443869e-02;2.827329003991653766e-01;3.043619479929305371e-01;8.771309740514654507e-02;2.195643450032927491e-01;-5.301779106128937102e-02;7.998803161269845211e-03;-7.762142663457584357e-02
-9.753067492592819299e-02;7.468955946570006443e-02;-5.444049884449136262e-02;-2.260202480617262699e-02;-1.762909937334914134e-01;2.733225146159846131e-01;9.012708626507845086e-03;-1.123855176541664058e-01;-1.775395682702893274e-01;5.357908005963714360e-02
3.256567820161456600e-02;4.680829234601811134e-02;-3.345790664992701058e-02;1.083955790768383748e-01;-5.121216890060899946e-02;2.092388745650352599e-01;1.699276598569893770e-01;2.454338899517441719e-01;-3.593314027601813426e-02;-4.020749805577516806e-04
2.112829773085108526e-02;-1.556130170406407331e-01;1.155507067148934391e-01;2.925593664553269302e-02;-1.465572355241371860e-01;-6.280072893152265079e-02;1.908296874694953571e-01;1.887113147944976393e-02;1.124484238548591059e-01;1.631475064596944052e-02
-8.539179972950700082e-02;-4.006074067172053083e-02;-4.414628765361957446e-02;1.582913969282939703e-01;2.211357352654897690e-01;7.047872401021734214e-03;-4.495435161023553922e-02;-2.489892819892010334e-01;-2.130451006316332607e-01;1.395297560614593979e-01
